0.000000000000000000e+00,3.796000885799993796e+01
4.166666670000000218e-03,-4.882422285000103557e+00
8.333333340000000436e-03,8.712658393290000731e+02
1.250000001000000152e-02,9.738313464240000030e+02
1.666666668000000087e-02,9.259429063409997980e+02
2.083333335000000022e-02,3.758387246459998323e+02
2.500000002000000304e-02,5.922261961950000568e+02
2.916666669000000239e-02,1.190163081804000058e+03
3.333333336000000174e-02,9.684110421660000156e+02
3.750000003000000109e-02,5.909861948639999127e+02
4.166666670000000045e-02,4.770766983959998697e+02
4.583333336999999980e-02,2.096413258439999936e+02
5.000000004000000609e-02,2.632615380119999600e+02
5.416666671000000544e-02,-1.812101888729998791e+02
5.833333338000000479e-02,-6.237991308539999409e+02
6.250000005000000414e-02,-3.925714771649999761e+02
6.666666672000000349e-02,-4.545985006140001019e+02
7.083333339000000284e-02,-6.825688441919999150e+02
7.500000006000000219e-02,-7.901612987429998611e+02
7.916666673000000154e-02,-3.420651823380001133e+02
8.333333340000000089e-02,-4.459806124680000039e+02
8.750000007000000024e-02,-1.778970402420000880e+02
9.166666673999999959e-02,-3.973426929629999904e+02
9.583333340999999894e-02,-9.461271968339999603e+02
1.000000000800000122e-01,-2.333011969860000931e+02
1.041666667500000115e-01,-6.753149260200002857e+01
1.083333334200000109e-01,3.221500419479999664e+02
1.125000000900000102e-01,3.211298617889999605e+02
1.166666667600000096e-01,-4.019155692000055069e+00
1.208333334300000089e-01,4.862480382929999223e+02
1.250000001000000083e-01,2.644004865329999348e+02
1.291666667699999937e-01,-2.803414419060000569e+02
1.333333334400000070e-01,7.119916714469998169e+02
1.375000001100000202e-01,7.617564669600001253e+02
1.416666667800000057e-01,6.596807175749999033e+02
1.458333334500000189e-01,8.657460328949998711e+02
1.500000001200000044e-01,5.395306298279998600e+02
1.541666667900000176e-01,4.247211920819999023e+02
1.583333334600000031e-01,7.567806037709997327e+02
1.625000001300000163e-01,7.007393287289999080e+02
1.666666668000000018e-01,9.689072816699999180e+01
1.708333334700000150e-01,2.661677066939999463e+02
1.750000001400000005e-01,7.705185120749999896e+02
1.791666668100000137e-01,9.755698497720002251e+02
1.833333334799999992e-01,4.321331895749999603e+02
1.875000001500000124e-01,4.269789341519999653e+02
1.916666668199999979e-01,9.197278060200000027e+02
1.958333334900000111e-01,6.015329487540000173e+02
2.000000001600000243e-01,6.952974212160002025e+02
2.041666668300000098e-01,8.608090568729999177e+02
2.083333335000000230e-01,8.666718532800010166e+01
2.125000001700000085e-01,5.345307239640000034e+02
2.166666668400000217e-01,4.189726955820000285e+02
2.208333335100000072e-01,3.685586870220001288e+02
2.250000001800000204e-01,2.608579859880000527e+02
2.291666668500000059e-01,1.018022936403000131e+03
2.333333335200000191e-01,8.821855213500009540e+01
2.375000001900000046e-01,6.407724912809999296e+02
2.416666668600000178e-01,5.919729039569999713e+02
2.458333335300000033e-01,5.794016476140000123e+02
2.500000002000000165e-01,1.023798474495000050e+03
2.541666668700000020e-01,6.975185909519999541e+02
2.583333335399999875e-01,2.012186789339999677e+02
2.625000002100000285e-01,1.411961053169999332e+02
2.666666668800000140e-01,2.512988299769999401e+02
2.708333335499999994e-01,6.438617040990000078e+02
2.750000002200000404e-01,8.096711844360000896e+02
